Fragment,Date.1,X.1,Rep.1,BW.1,AW_kelsey.1,Notes.1,Date.2,X.2,Rep.2,BW.2,AW_kelsey.2,Notes.2,Date.3,X.3,Rep.3,BW.3,AW_kelsey.3,Notes.3,Date.4,X.4,Rep.4,BW.4,AW_kelsey.4,Notes.4,Date.5,X.5,Rep.5,BW.5,AW_kelsey.5,Notes.5,Date.6,X.6,Rep.6,BW.6,AW_kelsey.6,Notes.6,Date.7,X.7,Rep.7,BW.7,AW_kelsey.7,Notes.7,Date.8,X.8,Rep.8,BW.8,AW_kelsey.8,Notes.8,Date.9,X.9,Rep.9,BW.9,AW_kelsey.9,Notes.9,Date.10,X.10,Rep.10,BW.10,AW_kelsey.10,Notes.10
96W,10/4/19,NA,NA,7.635,14.27445608,,10/10/19,NA,Bottom,7.889,14.74099524,,10/17/19,NA,Bottom,8.326,15.54478967,,10/24/19,NA,Bottom,8.593,16.05316902,,11/1/19,NA,Top,9.268,17.29995437,,11/17/19,NA,Bottom,10.379,19.40488665,,11/21/19,NA,Bottom,10.673,12.23887122,,12/6/19,NA,Bottom,11.878,22.21690564,,12/12/19,NA,Bottom,12.455,23.28729802,,12/19/19,NA,Bottom,13.388,25.02673628,
97B,10/4/19,NA,NA,4.229,7.906975566,,10/10/19,NA,Top,4.232,7.908523846,,10/17/19,NA,Top,4.23,7.898706283,,10/24/19,NA,Top,4.274,7.983722355,,11/4/19,NA,Top,4.296,8.02306687,,11/17/19,NA,Top,4.369,8.167770158,,NA,NA,NA,NA,NA,NA,12/5/19,NA,Top,4.07,7.606574175,,12/12/19,NA,Top,4.112,7.688676407,MOSTLY DEAD,12/19/19,NA,Top,4.165,7.784367991,MOSTLY DEAD
97W,10/4/19,NA,NA,5.733,10.71652365,,10/10/19,NA,Bottom,5.828,10.8896292,,10/17/19,NA,Bottom,5.963,11.13302676,,10/24/19,NA,Bottom,6.021,11.24736637,,11/1/19,NA,Top,6.6334,12.38594914,,11/14/19,NA,Control,6.6,12.34035622,,11/25/19,NA,Control,6.859,7.864596857,,12/6/19,NA,Control,7.1,13.28070233,,12/13/19,NA,Control,7.286,13.61894588,,12/19/19,NA,Control,7.394,13.82370231,
98B,10/4/19,NA,NA,7.477,13.97725692,,10/10/19,NA,Bottom,7.771,14.52012844,,10/17/19,NA,Bottom,8.078,15.08176927,,10/24/19,NA,Bottom,8.338,15.57598013,,11/1/19,NA,Top,8.888,16.59449324,,11/17/19,NA,Bottom,9.757,18.24292694,,11/21/19,NA,Bottom,10.004,11.47176943,,12/6/19,NA,Bottom,11.052,20.66706141,,12/12/19,NA,Bottom,11.601,21.68998243,,12/19/19,NA,Bottom,12.371,23.12682268,
98W,10/4/19,NA,NA,6.029,11.27186584,,10/10/19,NA,Bottom,6.178,11.54330375,,10/17/19,NA,Bottom,6.353,11.86116367,,10/24/19,NA,Bottom,6.448,12.045325,,11/1/19,NA,Top,6.839,12.76984746,,11/17/19,NA,Bottom,7.398,13.83115904,,11/21/19,NA,Bottom,7.548,8.655392108,,12/6/19,NA,Bottom,8.152,15.24691092,,12/12/19,NA,Bottom,8.46,15.81694167,,12/19/19,NA,Bottom,8.873,16.58838789,
99B,10/4/19,NA,NA,6.2,11.59007529,,10/10/19,NA,Bottom,6.442,12.03688938,,10/17/19,NA,Bottom,6.734,12.57217054,,10/24/19,NA,Bottom,6.911,12.91124294,,11/1/19,NA,Top,7.428,13.8675081,,11/17/19,NA,Bottom,8.209,15.34617989,,11/21/19,NA,Bottom,8.432,9.669334976,,12/6/19,NA,Bottom,9.395,17.57264089,,12/12/19,NA,Bottom,9.875,18.46195139,,12/19/19,NA,Bottom,10.519,19.66308249,
99W,10/4/19,NA,NA,3.957,7.398038338,,10/10/19,NA,Bottom,4.01,7.492887679,,10/17/19,NA,Bottom,4.093,7.641703592,,10/24/19,NA,Bottom,4.088,7.636874107,,11/1/19,NA,Top,4.344,8.111159142,,11/17/19,NA,Bottom,4.52,8.450505387,,11/21/19,NA,Bottom,4.576,5.247360133,,12/6/19,NA,Bottom,4.835,9.043503855,,12/12/19,NA,Bottom,4.991,9.33124774,,12/19/19,NA,Bottom,5.204,9.728810275,
9B,10/4/19,NA,NA,5.689,10.63427578,,10/10/19,NA,Bottom,5.855,10.94007875,,10/17/19,NA,Bottom,6.13,11.44452115,,10/24/19,NA,Bottom,6.335,11.83484531,,11/1/19,NA,Top,6.819,12.73250327,,11/14/19,NA,Control,7.26,13.57439184,,11/25/19,NA,Control,7.639,8.759109786,,12/6/19,NA,Control,7.996,14.95668955,,12/13/19,NA,Control,8.2,15.32288976,,12/19/19,NA,Control,8.281,15.48242228,
Standard,10/4/19,NA,NA,17.489,32.69080605,,10/10/19,NA,Bottom,17.475,32.65121933,,10/17/19,NA,Bottom,17.465,32.60576703,,10/24/19,NA,Top,17.369,32.43541696,,11/1/19,NA,Top,17.507,32.67311266,,11/17/19,NA,Bottom,17.496,20.06228492,,11/21/19,NA,Bottom,17.497,20.06412932,,12/5/19,NA,Top,17.496,20.06075646,,12/12/19,NA,Bottom,17.496,20.06198806,,12/19/19,NA,NA,17.496,20.06013838,
324G,NA,NA,NA,NA,NA,NA,10/10/19,NA,Top,6.01,11.23115036,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383B,NA,NA,NA,NA,NA,NA,10/10/19,NA,Bottom,9.441,17.64098568,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443B,NA,NA,NA,NA,NA,NA,10/10/19,NA,Top,7.461,13.94161747,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/5/19,NA,Top,8.729,16.31484693,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/17/19,NA,Top,4.61,8.608721901,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/17/19,NA,Top,6.641,12.39982709,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/24/19,NA,Bottom,12.722,23.76436963,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/4/19,NA,Top,8.814,16.46116259,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/14/19,NA,Control,16.411,30.68448271,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
868B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/22/19,NA,Top,4.446,#VALUE!,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/25/19,NA,Control,7.319,8.392188051,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/5/19,NA,Top,4.861,9.087615366,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/6/19,NA,Bottom,6.23,11.65092174,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/6/19,NA,Bottom,10.171,19.02111156,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/6/19,NA,Bottom,12.519,23.41584793,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/13/19,NA,Control,3.686,6.88801185,,NA,NA,NA,NA,NA,NA
486G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466B-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
